Distance (miles),Property URL 1,Property URL 2,Property 1 - Bedrooms,Property 1 - Bathrooms,Property 1 - Type,Property 1 - Rent (USD),Property 2 - Bedrooms,Property 2 - Bathrooms,Property 2 - Type,Property 2 - Rent (USD)
1.520075673,https://www.zillow.com/homedetails/2804-Oakland-Ave-Augusta-GA-30909/14944976_zpid/,https://www.zillow.com/homedetails/966-Meigs-St-Augusta-GA-30904/14950301_zpid/,3,2,Single Family,1445,2,2,Single Family,1400
1.523462307,https://www.zillow.com/homedetails/612-W-Buena-Vista-Ave-North-Augusta-SC-29841/52164826_zpid/,https://www.zillow.com/homedetails/1743-Jenkins-St-Augusta-GA-30904/14948071_zpid/,2,1,Single Family,950,2,1,Single Family,900
1.530418433,https://www.zillow.com/homedetails/423-Alta-Vista-Ave-North-Augusta-SC-29841/296354012_zpid/,https://www.zillow.com/homedetails/1923-Fenwick-St-Augusta-GA-30904/14947382_zpid/,2,2,Single Family,1000,3,1,Single Family,1175
1.53872547,https://www.zillow.com/homedetails/2036-Ellis-St-Augusta-GA-30904/14946655_zpid/,https://www.zillow.com/homedetails/1406-Johns-Rd-Augusta-GA-30904/14950230_zpid/,3,2,Single Family,1300,2,1,Single Family,1250
1.539936319,https://www.zillow.com/homedetails/505-W-Buena-Vista-Ave-505-North-Augusta-SC-29841/2068610074_zpid/,https://www.zillow.com/homedetails/1923-Fenwick-St-Augusta-GA-30904/14947382_zpid/,2,2,Townhouse,1220,3,1,Single Family,1175
1.544346875,https://www.zillow.com/homedetails/2806-Ferret-Ct-Augusta-GA-30907/14938062_zpid/,https://www.zillow.com/homedetails/39-Tiburon-Trl-Augusta-GA-30907/14935771_zpid/,3,2,Townhouse,1395,2,2,Townhouse,1225
1.546824146,https://www.zillow.com/homedetails/3020-Silverwood-Dr-Augusta-GA-30907/14935239_zpid/,https://www.zillow.com/homedetails/3708-River-Watch-Pkwy-Augusta-GA-30907/14212934_zpid/,3,2,Single Family,1500,3,2,Single Family,1500
1.548096603,https://www.zillow.com/homedetails/2507-N-View-Ave-1-2-Augusta-GA-30904/448389176_zpid/,https://www.zillow.com/homedetails/1743-Jenkins-St-Augusta-GA-30904/14948071_zpid/,3,1,Townhouse,1250,2,1,Single Family,900
1.54946791,https://www.zillow.com/homedetails/309-Lake-Ave-North-Augusta-SC-29841/2061725520_zpid/,https://www.zillow.com/homedetails/2036-Ellis-St-Augusta-GA-30904/14946655_zpid/,2,2,Single Family,1075,3,2,Single Family,1300
1.551631424,https://www.zillow.com/homedetails/2507-N-View-Ave-1-2-Augusta-GA-30904/448389176_zpid/,https://www.zillow.com/homedetails/1240-Holden-Dr-Augusta-GA-30904/2113440238_zpid/,3,1,Townhouse,1250,2,1,Townhouse,1195
1.552930012,https://www.zillow.com/homedetails/1923-Fenwick-St-Augusta-GA-30904/14947382_zpid/,https://www.zillow.com/homedetails/1515-Whitney-St-Augusta-GA-30904/81514382_zpid/,3,1,Single Family,1175,2,1,Townhouse,850
1.554232199,https://www.zillow.com/homedetails/309-Lake-Ave-North-Augusta-SC-29841/2061725520_zpid/,https://www.zillow.com/homedetails/811-Ann-St-Augusta-GA-30904/14940606_zpid/,2,2,Single Family,1075,2,2,Single Family,1350
1.560158509,https://www.zillow.com/homedetails/518-2nd-Ave-Augusta-GA-30904/14945635_zpid/,https://www.zillow.com/homedetails/1923-Fenwick-St-Augusta-GA-30904/14947382_zpid/,3,1,Single Family,1100,3,1,Single Family,1175
1.560862419,https://www.zillow.com/homedetails/1405-Anthony-Rd-B-Augusta-GA-30904/2062616433_zpid/,https://www.zillow.com/homedetails/220-Metcalf-St-Augusta-GA-30904/14946645_zpid/,2,2,Townhouse,1095,3,2,Single Family,1300
1.561965572,https://www.zillow.com/homedetails/1530-Whitney-St-A-Augusta-GA-30904/2072820864_zpid/,https://www.zillow.com/homedetails/1923-Fenwick-St-Augusta-GA-30904/14947382_zpid/,2,1,Townhouse,900,3,1,Single Family,1175
1.564021965,https://www.zillow.com/homedetails/505-W-Buena-Vista-Ave-505-North-Augusta-SC-29841/2068610074_zpid/,https://www.zillow.com/homedetails/1743-Jenkins-St-Augusta-GA-30904/14948071_zpid/,2,2,Townhouse,1220,2,1,Single Family,900
1.568301081,https://www.zillow.com/homedetails/423-Alta-Vista-Ave-North-Augusta-SC-29841/296354012_zpid/,https://www.zillow.com/homedetails/1743-Jenkins-St-Augusta-GA-30904/14948071_zpid/,2,2,Single Family,1000,2,1,Single Family,900
1.57197871,https://www.zillow.com/homedetails/317-East-Ave-North-Augusta-SC-29841/443402302_zpid/,https://www.zillow.com/homedetails/338-Bay-St-Augusta-GA-30901/81503861_zpid/,2,1,Townhouse,1295,2,3,Single Family,1300
1.578434886,https://www.zillow.com/homedetails/2032-Edgar-St-Augusta-GA-30904/14942952_zpid/,https://www.zillow.com/homedetails/2113-Richmond-Ave-Augusta-GA-30904/14950791_zpid/,2,1,Single Family,900,2,1,Single Family,1400
1.580292183,https://www.zillow.com/homedetails/635-Park-Ave-North-Augusta-SC-29841/52166055_zpid/,https://www.zillow.com/homedetails/2036-Ellis-St-Augusta-GA-30904/14946655_zpid/,2,1,Single Family,1295,3,2,Single Family,1300
1.585685444,https://www.zillow.com/homedetails/2085-Heckle-St-Augusta-GA-30904/14947333_zpid/,https://www.zillow.com/homedetails/811-Ann-St-Augusta-GA-30904/14940606_zpid/,3,1,Single Family,1235,2,2,Single Family,1350
1.587610974,https://www.zillow.com/homedetails/1912-Watkins-St-Augusta-GA-30904/14947376_zpid/,https://www.zillow.com/homedetails/518-2nd-Ave-Augusta-GA-30904/14945635_zpid/,3,1,Single Family,1300,3,1,Single Family,1100
1.591347114,https://www.zillow.com/homedetails/1912-Watkins-St-Augusta-GA-30904/14947376_zpid/,https://www.zillow.com/homedetails/309-Lake-Ave-North-Augusta-SC-29841/2061725520_zpid/,3,1,Single Family,1300,2,2,Single Family,1075
1.594825459,https://www.zillow.com/homedetails/2804-Oakland-Ave-Augusta-GA-30909/14944976_zpid/,https://www.zillow.com/homedetails/1704-Johns-Rd-Augusta-GA-30904/353210807_zpid/,3,2,Single Family,1445,2,1,Single Family,1199
1.600742212,https://www.zillow.com/homedetails/220-Metcalf-St-Augusta-GA-30904/14946645_zpid/,https://www.zillow.com/homedetails/1406-Johns-Rd-Augusta-GA-30904/14950230_zpid/,3,2,Single Family,1300,2,1,Single Family,1250
1.601226455,https://www.zillow.com/homedetails/518-2nd-Ave-Augusta-GA-30904/14945635_zpid/,https://www.zillow.com/homedetails/1704-Johns-Rd-Augusta-GA-30904/353210807_zpid/,3,1,Single Family,1100,2,1,Single Family,1199
1.603663659,https://www.zillow.com/homedetails/2804-Oakland-Ave-Augusta-GA-30909/14944976_zpid/,https://www.zillow.com/homedetails/2113-Richmond-Ave-Augusta-GA-30904/14950791_zpid/,3,2,Single Family,1445,2,1,Single Family,1400
1.614342241,https://www.zillow.com/homedetails/1912-Watkins-St-Augusta-GA-30904/14947376_zpid/,https://www.zillow.com/homedetails/1515-Whitney-St-Augusta-GA-30904/81514382_zpid/,3,1,Single Family,1300,2,1,Townhouse,850
1.624111981,https://www.zillow.com/homedetails/1530-Whitney-St-A-Augusta-GA-30904/2072820864_zpid/,https://www.zillow.com/homedetails/1912-Watkins-St-Augusta-GA-30904/14947376_zpid/,2,1,Townhouse,900,3,1,Single Family,1300
1.627671418,https://www.zillow.com/homedetails/317-East-Ave-North-Augusta-SC-29841/443402302_zpid/,https://www.zillow.com/homedetails/608-Carolina-Springs-Rd-North-Augusta-SC-29841/52169539_zpid/,2,1,Townhouse,1295,2,1,Single Family,935
1.633271136,https://www.zillow.com/homedetails/309-Lake-Ave-North-Augusta-SC-29841/2061725520_zpid/,https://www.zillow.com/homedetails/1743-Jenkins-St-Augusta-GA-30904/14948071_zpid/,2,2,Single Family,1075,2,1,Single Family,900
1.641162795,https://www.zillow.com/homedetails/2224-Queens-Way-Augusta-GA-30904/2068830396_zpid/,https://www.zillow.com/homedetails/2032-Edgar-St-Augusta-GA-30904/14942952_zpid/,2,1,Single Family,1050,2,1,Single Family,900
1.650230974,https://www.zillow.com/homedetails/1743-Jenkins-St-Augusta-GA-30904/14948071_zpid/,https://www.zillow.com/homedetails/1515-Whitney-St-Augusta-GA-30904/81514382_zpid/,2,1,Single Family,900,2,1,Townhouse,850
1.651564885,https://www.zillow.com/homedetails/3020-Silverwood-Dr-Augusta-GA-30907/14935239_zpid/,https://www.zillow.com/homedetails/39-Tiburon-Trl-Augusta-GA-30907/14935771_zpid/,3,2,Single Family,1500,2,2,Townhouse,1225
1.653288718,https://www.zillow.com/homedetails/1530-Whitney-St-A-Augusta-GA-30904/2072820864_zpid/,https://www.zillow.com/homedetails/1743-Jenkins-St-Augusta-GA-30904/14948071_zpid/,2,1,Townhouse,900,2,1,Single Family,900
1.655986963,https://www.zillow.com/homedetails/309-Lake-Ave-North-Augusta-SC-29841/2061725520_zpid/,https://www.zillow.com/homedetails/1923-Fenwick-St-Augusta-GA-30904/14947382_zpid/,2,2,Single Family,1075,3,1,Single Family,1175
1.657267291,https://www.zillow.com/homedetails/518-2nd-Ave-Augusta-GA-30904/14945635_zpid/,https://www.zillow.com/homedetails/1014-Merry-St-Augusta-GA-30904/14951142_zpid/,3,1,Single Family,1100,3,1,Single Family,1250
1.661004117,https://www.zillow.com/homedetails/1743-Jenkins-St-Augusta-GA-30904/14948071_zpid/,https://www.zillow.com/homedetails/811-Ann-St-Augusta-GA-30904/14940606_zpid/,2,1,Single Family,900,2,2,Single Family,1350
1.690486903,https://www.zillow.com/homedetails/608-Carolina-Springs-Rd-North-Augusta-SC-29841/52169539_zpid/,https://www.zillow.com/homedetails/338-Bay-St-Augusta-GA-30901/81503861_zpid/,2,1,Single Family,935,2,3,Single Family,1300
1.698094279,https://www.zillow.com/homedetails/1405-Anthony-Rd-B-Augusta-GA-30904/2062616433_zpid/,https://www.zillow.com/homedetails/2032-Edgar-St-Augusta-GA-30904/14942952_zpid/,2,2,Townhouse,1095,2,1,Single Family,900
1.699830605,https://www.zillow.com/homedetails/1912-Watkins-St-Augusta-GA-30904/14947376_zpid/,https://www.zillow.com/homedetails/635-Park-Ave-North-Augusta-SC-29841/52166055_zpid/,3,1,Single Family,1300,2,1,Single Family,1295
1.702354266,https://www.zillow.com/homedetails/1704-Johns-Rd-Augusta-GA-30904/353210807_zpid/,https://www.zillow.com/homedetails/1923-Fenwick-St-Augusta-GA-30904/14947382_zpid/,2,1,Single Family,1199,3,1,Single Family,1175
1.709669131,https://www.zillow.com/homedetails/2036-Ellis-St-Augusta-GA-30904/14946655_zpid/,https://www.zillow.com/homedetails/1515-Whitney-St-Augusta-GA-30904/81514382_zpid/,3,2,Single Family,1300,2,1,Townhouse,850
1.716591864,https://www.zillow.com/homedetails/317-East-Ave-North-Augusta-SC-29841/443402302_zpid/,https://www.zillow.com/homedetails/2032-Edgar-St-Augusta-GA-30904/14942952_zpid/,2,1,Townhouse,1295,2,1,Single Family,900
1.716596538,https://www.zillow.com/homedetails/518-2nd-Ave-Augusta-GA-30904/14945635_zpid/,https://www.zillow.com/homedetails/1004-Holden-St-Augusta-GA-30904/138792385_zpid/,3,1,Single Family,1100,2,2,Single Family,1395
1.716844573,https://www.zillow.com/homedetails/2085-Heckle-St-Augusta-GA-30904/14947333_zpid/,https://www.zillow.com/homedetails/2804-Oakland-Ave-Augusta-GA-30909/14944976_zpid/,3,1,Single Family,1235,3,2,Single Family,1445
1.717135218,https://www.zillow.com/homedetails/1704-Johns-Rd-Augusta-GA-30904/353210807_zpid/,https://www.zillow.com/homedetails/1743-Jenkins-St-Augusta-GA-30904/14948071_zpid/,2,1,Single Family,1199,2,1,Single Family,900
1.722242481,https://www.zillow.com/homedetails/1129-Merry-St-Augusta-GA-30904/14951178_zpid/,https://www.zillow.com/homedetails/518-2nd-Ave-Augusta-GA-30904/14945635_zpid/,2,1,Single Family,1050,3,1,Single Family,1100
1.727786539,https://www.zillow.com/homedetails/1530-Whitney-St-A-Augusta-GA-30904/2072820864_zpid/,https://www.zillow.com/homedetails/2036-Ellis-St-Augusta-GA-30904/14946655_zpid/,2,1,Townhouse,900,3,2,Single Family,1300
1.734455238,https://www.zillow.com/homedetails/2032-Edgar-St-Augusta-GA-30904/14942952_zpid/,https://www.zillow.com/homedetails/1406-Johns-Rd-Augusta-GA-30904/14950230_zpid/,2,1,Single Family,900,2,1,Single Family,1250
1.738352603,https://www.zillow.com/homedetails/317-East-Ave-North-Augusta-SC-29841/443402302_zpid/,https://www.zillow.com/homedetails/220-Metcalf-St-Augusta-GA-30904/14946645_zpid/,2,1,Townhouse,1295,3,2,Single Family,1300
1.746621763,https://www.zillow.com/homedetails/1205-Norman-St-North-Augusta-SC-29841/52169240_zpid/,https://www.zillow.com/homedetails/317-East-Ave-North-Augusta-SC-29841/443402302_zpid/,3,2,Single Family,1445,2,1,Townhouse,1295
1.767775993,https://www.zillow.com/homedetails/635-Park-Ave-North-Augusta-SC-29841/52166055_zpid/,https://www.zillow.com/homedetails/1923-Fenwick-St-Augusta-GA-30904/14947382_zpid/,2,1,Single Family,1295,3,1,Single Family,1175
1.770404116,https://www.zillow.com/homedetails/1912-Watkins-St-Augusta-GA-30904/14947376_zpid/,https://www.zillow.com/homedetails/1704-Johns-Rd-Augusta-GA-30904/353210807_zpid/,3,1,Single Family,1300,2,1,Single Family,1199
1.776001192,https://www.zillow.com/homedetails/220-Metcalf-St-Augusta-GA-30904/14946645_zpid/,https://www.zillow.com/homedetails/1515-Whitney-St-Augusta-GA-30904/81514382_zpid/,3,2,Single Family,1300,2,1,Townhouse,850
1.782519504,https://www.zillow.com/homedetails/518-2nd-Ave-Augusta-GA-30904/14945635_zpid/,https://www.zillow.com/homedetails/811-Ann-St-Augusta-GA-30904/14940606_zpid/,3,1,Single Family,1100,2,2,Single Family,1350
1.787795243,https://www.zillow.com/homedetails/518-2nd-Ave-Augusta-GA-30904/14945635_zpid/,https://www.zillow.com/homedetails/1743-Jenkins-St-Augusta-GA-30904/14948071_zpid/,3,1,Single Family,1100,2,1,Single Family,900
1.791969159,https://www.zillow.com/homedetails/635-Park-Ave-North-Augusta-SC-29841/52166055_zpid/,https://www.zillow.com/homedetails/1743-Jenkins-St-Augusta-GA-30904/14948071_zpid/,2,1,Single Family,1295,2,1,Single Family,900
1.793020578,https://www.zillow.com/homedetails/1530-Whitney-St-A-Augusta-GA-30904/2072820864_zpid/,https://www.zillow.com/homedetails/220-Metcalf-St-Augusta-GA-30904/14946645_zpid/,2,1,Townhouse,900,3,2,Single Family,1300
1.811178777,https://www.zillow.com/homedetails/317-East-Ave-North-Augusta-SC-29841/443402302_zpid/,https://www.zillow.com/homedetails/1743-Jenkins-St-Augusta-GA-30904/14948071_zpid/,2,1,Townhouse,1295,2,1,Single Family,900
1.812136634,https://www.zillow.com/homedetails/612-W-Buena-Vista-Ave-North-Augusta-SC-29841/52164826_zpid/,https://www.zillow.com/homedetails/1004-Holden-St-Augusta-GA-30904/138792385_zpid/,2,1,Single Family,950,2,2,Single Family,1395
1.813031219,https://www.zillow.com/homedetails/1912-Watkins-St-Augusta-GA-30904/14947376_zpid/,https://www.zillow.com/homedetails/317-East-Ave-North-Augusta-SC-29841/443402302_zpid/,3,1,Single Family,1300,2,1,Townhouse,1295
1.821836636,https://www.zillow.com/homedetails/317-East-Ave-North-Augusta-SC-29841/443402302_zpid/,https://www.zillow.com/homedetails/2036-Ellis-St-Augusta-GA-30904/14946655_zpid/,2,1,Townhouse,1295,3,2,Single Family,1300
1.832259331,https://www.zillow.com/homedetails/2085-Heckle-St-Augusta-GA-30904/14947333_zpid/,https://www.zillow.com/homedetails/612-W-Buena-Vista-Ave-North-Augusta-SC-29841/52164826_zpid/,3,1,Single Family,1235,2,1,Single Family,950
1.841408396,https://www.zillow.com/homedetails/2507-N-View-Ave-1-2-Augusta-GA-30904/448389176_zpid/,https://www.zillow.com/homedetails/811-Ann-St-Augusta-GA-30904/14940606_zpid/,3,1,Townhouse,1250,2,2,Single Family,1350
1.846513019,https://www.zillow.com/homedetails/518-2nd-Ave-Augusta-GA-30904/14945635_zpid/,https://www.zillow.com/homedetails/1240-Holden-Dr-Augusta-GA-30904/2113440238_zpid/,3,1,Single Family,1100,2,1,Townhouse,1195
1.850560001,https://www.zillow.com/homedetails/1219-Oakdale-Rd-Augusta-GA-30904/14937259_zpid/,https://www.zillow.com/homedetails/2209-Thicket-Ct-Augusta-GA-30907/14935427_zpid/,3,2,Single Family,1500,2,2,Townhouse,1050
1.853444405,https://www.zillow.com/homedetails/505-W-Buena-Vista-Ave-505-North-Augusta-SC-29841/2068610074_zpid/,https://www.zillow.com/homedetails/1004-Holden-St-Augusta-GA-30904/138792385_zpid/,2,2,Townhouse,1220,2,2,Single Family,1395
1.854778507,https://www.zillow.com/homedetails/612-W-Buena-Vista-Ave-North-Augusta-SC-29841/52164826_zpid/,https://www.zillow.com/homedetails/1014-Merry-St-Augusta-GA-30904/14951142_zpid/,2,1,Single Family,950,3,1,Single Family,1250
1.85721275,https://www.zillow.com/homedetails/423-Alta-Vista-Ave-North-Augusta-SC-29841/296354012_zpid/,https://www.zillow.com/homedetails/1004-Holden-St-Augusta-GA-30904/138792385_zpid/,2,2,Single Family,1000,2,2,Single Family,1395
1.860058823,https://www.zillow.com/homedetails/309-Lake-Ave-North-Augusta-SC-29841/2061725520_zpid/,https://www.zillow.com/homedetails/338-Bay-St-Augusta-GA-30901/81503861_zpid/,2,2,Single Family,1075,2,3,Single Family,1300
1.871497129,https://www.zillow.com/homedetails/811-Ann-St-Augusta-GA-30904/14940606_zpid/,https://www.zillow.com/homedetails/1004-Holden-St-Augusta-GA-30904/138792385_zpid/,2,2,Single Family,1350,2,2,Single Family,1395
1.873356643,https://www.zillow.com/homedetails/811-Ann-St-Augusta-GA-30904/14940606_zpid/,https://www.zillow.com/homedetails/1014-Merry-St-Augusta-GA-30904/14951142_zpid/,2,2,Single Family,1350,3,1,Single Family,1250
1.873597486,https://www.zillow.com/homedetails/317-East-Ave-North-Augusta-SC-29841/443402302_zpid/,https://www.zillow.com/homedetails/1923-Fenwick-St-Augusta-GA-30904/14947382_zpid/,2,1,Townhouse,1295,3,1,Single Family,1175
1.880043997,https://www.zillow.com/homedetails/2209-Thicket-Ct-Augusta-GA-30907/14935427_zpid/,https://www.zillow.com/homedetails/34-Innisbrook-Dr-Augusta-GA-30907/14938673_zpid/,2,2,Townhouse,1050,2,2,Townhouse,1350
1.881124013,https://www.zillow.com/homedetails/423-Alta-Vista-Ave-North-Augusta-SC-29841/296354012_zpid/,https://www.zillow.com/homedetails/2085-Heckle-St-Augusta-GA-30904/14947333_zpid/,2,2,Single Family,1000,3,1,Single Family,1235
1.88553899,https://www.zillow.com/homedetails/811-Ann-St-Augusta-GA-30904/14940606_zpid/,https://www.zillow.com/homedetails/3708-River-Watch-Pkwy-Augusta-GA-30907/14212934_zpid/,2,2,Single Family,1350,3,2,Single Family,1500
1.885792988,https://www.zillow.com/homedetails/317-East-Ave-North-Augusta-SC-29841/443402302_zpid/,https://www.zillow.com/homedetails/811-Ann-St-Augusta-GA-30904/14940606_zpid/,2,1,Townhouse,1295,2,2,Single Family,1350
1.898205934,https://www.zillow.com/homedetails/2032-Edgar-St-Augusta-GA-30904/14942952_zpid/,https://www.zillow.com/homedetails/1515-Whitney-St-Augusta-GA-30904/81514382_zpid/,2,1,Single Family,900,2,1,Townhouse,850
1.898769012,https://www.zillow.com/homedetails/505-W-Buena-Vista-Ave-505-North-Augusta-SC-29841/2068610074_zpid/,https://www.zillow.com/homedetails/2085-Heckle-St-Augusta-GA-30904/14947333_zpid/,2,2,Townhouse,1220,3,1,Single Family,1235
1.899010597,https://www.zillow.com/homedetails/505-W-Buena-Vista-Ave-505-North-Augusta-SC-29841/2068610074_zpid/,https://www.zillow.com/homedetails/1014-Merry-St-Augusta-GA-30904/14951142_zpid/,2,2,Townhouse,1220,3,1,Single Family,1250
1.900438357,https://www.zillow.com/homedetails/423-Alta-Vista-Ave-North-Augusta-SC-29841/296354012_zpid/,https://www.zillow.com/homedetails/1014-Merry-St-Augusta-GA-30904/14951142_zpid/,2,2,Single Family,1000,3,1,Single Family,1250
1.912436006,https://www.zillow.com/homedetails/2209-Thicket-Ct-Augusta-GA-30907/14935427_zpid/,https://www.zillow.com/homedetails/4-Londonberry-Ln-Augusta-GA-30907/446915675_zpid/,2,2,Townhouse,1050,2,2,Townhouse,1200
1.918183889,https://www.zillow.com/homedetails/1530-Whitney-St-A-Augusta-GA-30904/2072820864_zpid/,https://www.zillow.com/homedetails/2032-Edgar-St-Augusta-GA-30904/14942952_zpid/,2,1,Townhouse,900,2,1,Single Family,900
1.918945799,https://www.zillow.com/homedetails/309-Lake-Ave-North-Augusta-SC-29841/2061725520_zpid/,https://www.zillow.com/homedetails/608-Carolina-Springs-Rd-North-Augusta-SC-29841/52169539_zpid/,2,2,Single Family,1075,2,1,Single Family,935
1.919254984,https://www.zillow.com/homedetails/309-Lake-Ave-North-Augusta-SC-29841/2061725520_zpid/,https://www.zillow.com/homedetails/1004-Holden-St-Augusta-GA-30904/138792385_zpid/,2,2,Single Family,1075,2,2,Single Family,1395
1.929052047,https://www.zillow.com/homedetails/1205-Norman-St-North-Augusta-SC-29841/52169240_zpid/,https://www.zillow.com/homedetails/635-Park-Ave-North-Augusta-SC-29841/52166055_zpid/,3,2,Single Family,1445,2,1,Single Family,1295
1.952025358,https://www.zillow.com/homedetails/1205-Norman-St-North-Augusta-SC-29841/52169240_zpid/,https://www.zillow.com/homedetails/309-Lake-Ave-North-Augusta-SC-29841/2061725520_zpid/,3,2,Single Family,1445,2,2,Single Family,1075
1.968357488,https://www.zillow.com/homedetails/1704-Johns-Rd-Augusta-GA-30904/353210807_zpid/,https://www.zillow.com/homedetails/2036-Ellis-St-Augusta-GA-30904/14946655_zpid/,2,1,Single Family,1199,3,2,Single Family,1300
1.972292213,https://www.zillow.com/homedetails/309-Lake-Ave-North-Augusta-SC-29841/2061725520_zpid/,https://www.zillow.com/homedetails/1014-Merry-St-Augusta-GA-30904/14951142_zpid/,2,2,Single Family,1075,3,1,Single Family,1250
1.991445486,https://www.zillow.com/homedetails/1129-Merry-St-Augusta-GA-30904/14951178_zpid/,https://www.zillow.com/homedetails/612-W-Buena-Vista-Ave-North-Augusta-SC-29841/52164826_zpid/,2,1,Single Family,1050,2,1,Single Family,950
1.998147566,https://www.zillow.com/homedetails/1219-Oakdale-Rd-Augusta-GA-30904/14937259_zpid/,https://www.zillow.com/homedetails/2032-Edgar-St-Augusta-GA-30904/14942952_zpid/,3,2,Single Family,1500,2,1,Single Family,900
2.003124756,https://www.zillow.com/homedetails/2804-Oakland-Ave-Augusta-GA-30909/14944976_zpid/,https://www.zillow.com/homedetails/2036-Ellis-St-Augusta-GA-30904/14946655_zpid/,3,2,Single Family,1445,3,2,Single Family,1300
2.00312478,https://www.zillow.com/homedetails/612-W-Buena-Vista-Ave-North-Augusta-SC-29841/52164826_zpid/,https://www.zillow.com/homedetails/1240-Holden-Dr-Augusta-GA-30904/2113440238_zpid/,2,1,Single Family,950,2,1,Townhouse,1195
2.004728156,https://www.zillow.com/homedetails/1219-Oakdale-Rd-Augusta-GA-30904/14937259_zpid/,https://www.zillow.com/homedetails/3020-Silverwood-Dr-Augusta-GA-30907/14935239_zpid/,3,2,Single Family,1500,3,2,Single Family,1500
2.006191769,https://www.zillow.com/homedetails/2305-Greengate-Dr-2301-Augusta-GA-30907/2079858113_zpid/,https://www.zillow.com/homedetails/4005-Calypso-Dr-Augusta-GA-30907/402392765_zpid/,3,2,Townhouse,1250,2,2,Single Family,1350
2.018748665,https://www.zillow.com/homedetails/220-Metcalf-St-Augusta-GA-30904/14946645_zpid/,https://www.zillow.com/homedetails/1704-Johns-Rd-Augusta-GA-30904/353210807_zpid/,3,2,Single Family,1300,2,1,Single Family,1199
2.019475395,https://www.zillow.com/homedetails/608-Carolina-Springs-Rd-North-Augusta-SC-29841/52169539_zpid/,https://www.zillow.com/homedetails/635-Park-Ave-North-Augusta-SC-29841/52166055_zpid/,2,1,Single Family,935,2,1,Single Family,1295
2.026531107,https://www.zillow.com/homedetails/1129-Merry-St-Augusta-GA-30904/14951178_zpid/,https://www.zillow.com/homedetails/811-Ann-St-Augusta-GA-30904/14940606_zpid/,2,1,Single Family,1050,2,2,Single Family,1350
2.028341192,https://www.zillow.com/homedetails/811-Ann-St-Augusta-GA-30904/14940606_zpid/,https://www.zillow.com/homedetails/966-Meigs-St-Augusta-GA-30904/14950301_zpid/,2,2,Single Family,1350,2,2,Single Family,1400
2.031784303,https://www.zillow.com/homedetails/1129-Merry-St-Augusta-GA-30904/14951178_zpid/,https://www.zillow.com/homedetails/505-W-Buena-Vista-Ave-505-North-Augusta-SC-29841/2068610074_zpid/,2,1,Single Family,1050,2,2,Townhouse,1220
2.035478259,https://www.zillow.com/homedetails/2085-Heckle-St-Augusta-GA-30904/14947333_zpid/,https://www.zillow.com/homedetails/309-Lake-Ave-North-Augusta-SC-29841/2061725520_zpid/,3,1,Single Family,1235,2,2,Single Family,1075
2.036365347,https://www.zillow.com/homedetails/1129-Merry-St-Augusta-GA-30904/14951178_zpid/,https://www.zillow.com/homedetails/423-Alta-Vista-Ave-North-Augusta-SC-29841/296354012_zpid/,2,1,Single Family,1050,2,2,Single Family,1000
2.037142461,https://www.zillow.com/homedetails/505-W-Buena-Vista-Ave-505-North-Augusta-SC-29841/2068610074_zpid/,https://www.zillow.com/homedetails/1240-Holden-Dr-Augusta-GA-30904/2113440238_zpid/,2,2,Townhouse,1220,2,1,Townhouse,1195
2.046688231,https://www.zillow.com/homedetails/423-Alta-Vista-Ave-North-Augusta-SC-29841/296354012_zpid/,https://www.zillow.com/homedetails/1240-Holden-Dr-Augusta-GA-30904/2113440238_zpid/,2,2,Single Family,1000,2,1,Townhouse,1195
2.058182151,https://www.zillow.com/homedetails/445-Pleasant-Home-Rd-Augusta-GA-30907/14938709_zpid/,https://www.zillow.com/homedetails/4005-Calypso-Dr-Augusta-GA-30907/402392765_zpid/,3,2,Townhouse,1325,2,2,Single Family,1350
2.075686685,https://www.zillow.com/homedetails/1219-Oakdale-Rd-Augusta-GA-30904/14937259_zpid/,https://www.zillow.com/homedetails/518-2nd-Ave-Augusta-GA-30904/14945635_zpid/,3,2,Single Family,1500,3,1,Single Family,1100
2.07983998,https://www.zillow.com/homedetails/309-Lake-Ave-North-Augusta-SC-29841/2061725520_zpid/,https://www.zillow.com/homedetails/1240-Holden-Dr-Augusta-GA-30904/2113440238_zpid/,2,2,Single Family,1075,2,1,Townhouse,1195
2.08069143,https://www.zillow.com/homedetails/2804-Oakland-Ave-Augusta-GA-30909/14944976_zpid/,https://www.zillow.com/homedetails/1923-Fenwick-St-Augusta-GA-30904/14947382_zpid/,3,2,Single Family,1445,3,1,Single Family,1175
2.081413925,https://www.zillow.com/homedetails/635-Park-Ave-North-Augusta-SC-29841/52166055_zpid/,https://www.zillow.com/homedetails/1004-Holden-St-Augusta-GA-30904/138792385_zpid/,2,1,Single Family,1295,2,2,Single Family,1395
2.082953631,https://www.zillow.com/homedetails/3020-Silverwood-Dr-Augusta-GA-30907/14935239_zpid/,https://www.zillow.com/homedetails/34-Innisbrook-Dr-Augusta-GA-30907/14938673_zpid/,3,2,Single Family,1500,2,2,Townhouse,1350
2.087050139,https://www.zillow.com/homedetails/317-East-Ave-North-Augusta-SC-29841/443402302_zpid/,https://www.zillow.com/homedetails/1004-Holden-St-Augusta-GA-30904/138792385_zpid/,2,1,Townhouse,1295,2,2,Single Family,1395
